layer,n_pairs,A40,phase40_rad,phase40_ps,cv40,chi2_40,best_period_ps,best_amplitude,best_phase_rad,best_phase_ps
all_pairs,154334,0.008107588711069421,2.9467913801015824,18.759856576150206,0.020206468915693596,1.6157637464932033,100,0.3024962509291074,-0.08624378102063783,98.62738759396305
nearest,154334,0.00810758871106942,2.9467913801015824,18.759856576150206,0.020206468915693596,1.6157637464932033,100,0.3024962509291074,-0.08624378102063782,98.62738759396305
greedy_unique,154334,0.00810758871106942,2.9467913801015824,18.759856576150206,0.020206468915693596,1.6157637464932033,100,0.3024962509291074,-0.08624378102063782,98.62738759396305
