layer,period_ps,n_pairs,amplitude,phase_rad,phase_ps,chi2_reduced,cv
nearest,10,663969,0.0015979894201500078,-0.08130108611314685,9.87060530266353,0.8631743349463606,0.0034205552728319233
nearest,11,663969,0.0005258032692461907,-3.0250248086906284,5.704075835933986,0.5795011514091771,0.002954290854545765
nearest,12,663969,0.001077864981776998,-2.989679332851536,6.290133071003978,0.8790283062229491,0.00381613624109205
nearest,13,663969,0.001141547248122082,-2.7712529389796092,7.266238150644884,1.135962672956117,0.004531048928735247
nearest,14,663969,0.0012496944228083484,-1.5537112945890372,10.538068342598253,1.071684533001251,0.004580693736988476
nearest,15,663969,0.0014197919716201245,-1.185060368871646,12.17087676647659,0.6140985928129605,0.003598397757118349
nearest,16,663969,0.0013854373521975656,-1.1244277958545585,13.13666813023716,1.8935260531741693,0.006540446092393116
nearest,17,663969,0.001016248021652751,-1.0198889646819818,14.240553707721778,0.7500896126174565,0.00425150471873288
nearest,18,663969,0.0007665122225852924,-0.9757143419552703,15.204784309778931,0.4701212574329081,0.003469409023389668
nearest,19,663969,0.000883528669222535,-0.7932438951166011,16.601274947279755,1.402888789486658,0.006167000354521823
nearest,20,663969,0.0014108924091141676,-0.4225639434409344,18.654937192579425,1.0589285596799025,0.0055047326295607265
nearest,21,663969,0.0016559790431762693,-0.28889961507652756,20.034424162267722,0.8343954311119948,0.005013338798426231
nearest,22,663969,0.0016867408334533267,0.1691879652560629,0.5923962216075697,0.8521916076259727,0.005191637638057107
nearest,23,663969,0.0018566046575429892,0.20790938364476563,0.7610655408118353,1.127323304661403,0.006111695119092772
nearest,24,663969,0.001577153289830264,0.5973404490606466,2.281672444241626,1.3121748677763698,0.006741955383798141
nearest,25,663969,0.0007592701842182379,0.667887863796604,2.657441373857902,1.1726679508631679,0.0065105735172146
nearest,26,663969,0.0006208814602938828,1.0831831420347433,4.48224273454464,0.7708155651845192,0.005387302234566507
nearest,27,663969,0.0007956154831499463,2.55647136821255,10.985626488346062,0.7884115766757878,0.00555634583155861
nearest,28,663969,0.0013856046044438738,2.7580422015053254,12.290769389517523,1.1893653781136477,0.006954495439187107
nearest,29,663969,0.0019469628468208834,2.8414647051396043,13.114761449879564,1.153398512796316,0.006974206586192936
nearest,30,663969,0.002556255700317924,2.8886280921892493,13.792183188780905,1.04158939493488,0.006744866716460385
nearest,31,663969,0.0035085884512821193,2.8683603846981875,14.151925747604299,1.2774605440916666,0.007597320947096875
nearest,32,663969,0.004540263883382209,2.9554928244195997,15.052201352928206,1.9993517478152765,0.009661655514732482
nearest,33,663969,0.005352842413515026,3.0107038566137003,15.812557231874809,2.0941045440374473,0.010046164083702756
nearest,34,663969,0.005983743156338331,2.9911513614582157,16.185921840212337,2.207090491674561,0.010473531380924508
nearest,35,663969,0.0068726133393847135,3.033117411747335,16.89574701701894,2.639613578699147,0.011626144966313756
nearest,36,663969,0.0074120597053666986,3.0723879331856985,17.60348615984625,2.921336172536454,0.01240940300245451
nearest,37,663969,0.007469809017264031,3.08755380866099,18.18177967629237,3.0379829479990783,0.012834235816625609
nearest,38,663969,0.0074460435538237085,3.0913149124687536,18.695925860977493,3.0112482457561827,0.01295389106281556
nearest,39,663969,0.007377963487041279,-3.1366729262307196,19.53053695818658,3.0716145514402977,0.01325870948974586
nearest,40,663969,0.00686281684567092,-3.0985183158636116,20.27421975078126,2.4050689963089495,0.011885629052187933
nearest,41,663969,0.005395630913683409,-3.0511601301902456,21.09010410772777,1.7758143829004063,0.010343198958002378
nearest,42,663969,0.004489551199377741,-3.0402430149101156,21.677472431010827,1.681298924880015,0.010189209560884841
nearest,43,663969,0.0025268735793260136,-2.845598255120624,23.525685780686857,1.1370539459350835,0.008480887035371082
nearest,44,663969,0.0016579142574911837,-1.9904031341962019,30.06157010767123,0.9718966985955179,0.00793360145153927
nearest,45,663969,0.0029305510296758065,-0.6119249980091434,40.6174100294406,1.2425687590288648,0.009074289943855774
nearest,46,663969,0.005510015083589313,-0.3127571324481152,43.71026519364725,1.8269633739593931,0.01112749161764696
nearest,47,663969,0.009485715550416286,-0.20244416542865035,45.48566048748009,3.6295068647455855,0.015857284766786946
nearest,48,663969,0.012914552501971476,-0.17264976877994337,46.681052921999964,5.99430032990197,0.020598911732699076
nearest,49,663969,0.017468792310678282,-0.15090102585354084,47.82318443507078,9.333511554505305,0.025975819144024574
nearest,50,663969,0.022400355987453716,-0.12856591035280526,48.97690499271207,14.617349789597075,0.03284418262478146
nearest,51,663969,0.02740068787630983,-0.10941060151951276,50.11192485901711,20.966476687917663,0.039735055907065664
nearest,52,663969,0.033206693774116676,-0.0959006430157996,51.20632080815389,29.454409237568054,0.04756487336032609
