layer,n_pairs,A40,phase40_rad,phase40_ps,cv40,chi2_40,best_period_ps,best_amplitude,best_phase_rad,best_phase_ps
all_pairs,663969,0.00686281684567092,-3.0985183158636116,20.27421975078126,0.011885629052187933,2.4050689963089495,100,0.39588765405533244,-0.015157024978185562,99.75876845521545
nearest,663969,0.00686281684567092,-3.0985183158636116,20.27421975078126,0.011885629052187933,2.4050689963089495,100,0.39588765405533244,-0.015157024978185562,99.75876845521545
greedy_unique,663969,0.00686281684567092,-3.0985183158636116,20.27421975078126,0.011885629052187933,2.4050689963089495,100,0.39588765405533244,-0.015157024978185562,99.75876845521545
